property_name,price,location,area,bathrooms,beds
Very good & renovated apartment in Darsait for rent near to ISM,OMR 240Negotiable,"Darsait, Muscat•",200 SQM,2,3
Commercial office مكتب تجاري في أكثر منطقة حيوية  شارع المها  للايجار,OMR 330,"Bosher, Muscat•",72 SQM,Not specified,Not specified
Room for Rent (Indian Female only) with Shared Kitchen and appliances,OMR 120Negotiable,"Al Ghubrah, Muscat•",70 SQM,1,1
"Apartments for rent for families in Al Amerat,",OMR 170,"Al Amarat, Muscat•",400 SQM,3,3
غرف  نظيف ايجار يومي,OMR 15,"Salalah, Dhofar•","2,222 SQM",7,7
Shop/store for rent,OMR 90Negotiable,"Salalah, Dhofar•",50 SQM,Not specified,Not specified
بيت صغير للإيجار في خريف صلاله,OMR 50,"Salalah, Dhofar•","1,200 SQM",1,1
شقة للأيجار اليومي في صلالة الجديدة,"OMR 1,111","Salalah, Dhofar•",35 SQM,2,2
ROOM FOR RENT,OMR 16.99,"Al Ghubrah, Muscat•",35 SQM,1,1
High Quality 2BHK apartment at Al Ansab near Bank Muscat,OMR 220,"Ansab, Muscat•",100 SQM,3,2
شقة جديده غرفتين وصالة خلف مركز القبائل بوشر,OMR 215,"Bosher, Muscat•",100 SQM,2,2
Offices for Rent in Al Khuwair - مكاتب للإيجار في الخوير,"OMR 1,230","Al Khuwair, Muscat•",205 SQM,Not specified,Not specified
شقة للإيجار في منطقة الحاجر الجامود,OMR 130Negotiable,"Al Amarat, Muscat•",130 SQM,2,3
Room for daily rent for females only غرفة للإيجار اليومي للنساء فقط,OMR 10,"Bosher, Muscat•",111 SQM,2,3
Room For Rent,OMR 135,"Azaiba, Muscat•",350 SQM,1,1
غرفة متكاملة في مكان مميز خلف سيتي سنتر الموالح,OMR 130,"Al Mawaleh, Muscat•",40 SQM,1,1
ارض ومخزن للايجار في عبري مقابل صالة عمانتل,OMR 700,"Ibri, Al Dhahirah•",450 SQM,Not specified,Not specified
Room for rent,OMR 100,"Al Hail, Muscat•",12 SQM,1,1
فيلا للإيجار  اليومي صحنوت,OMR 80,"Salalah, Dhofar•",300 SQM,7,5
وادي عدي,OMR 85Negotiable,"Ruwi, Muscat•",85 SQM,1,2
bedspaces for ladies only,OMR 40,"Al Ghubrah, Muscat•",160 SQM,2,3
فلل فاخره وجديده لموسم خريف صلاله,OMR 120,"Salalah, Dhofar•",350 SQM,6,5
غرفة للايجار,OMR 50,"Saham, Al Batinah•",11 SQM,1,1
A neat bed space for rent,OMR 35,"Al Khuwair, Muscat•",36 SQM,1,1
"Daily 2R, weekly 10R, monthly 35R",OMR 35,"Al Khuwair, Muscat•",31 SQM,1,1
A bed space in a sharing room for rent,OMR 35,"Al Khuwair, Muscat•",33 SQM,1,1
3 bedrooms flat for rent near maubila industrial area and new nesto,OMR 145,"Al Maabilah, Muscat•",115 SQM,1,3
صلاله,"OMR 1,111","Salalah, Dhofar•",555 SQM,2,3
اجار فله لسياح الخريف بل يوميه ٤٥,OMR 50,"Salalah, Dhofar•",200 SQM,3,4
1bhk 2bhk room Bedspace are all available 77151508,OMR 120Negotiable,"Sohar, Al Batinah•",200 SQM,2,2
للإيجار اليومي غرف وصالة ومجلس ومطبخ 2 حمام,OMR 200,"Salalah, Dhofar•","111,111 SQM",2,1
شقه مفروشه الخوير,OMR 300,"Al Khuwair, Muscat•",120 SQM,2,2
I have for bed space,OMR 130Negotiable,"Al Khuwair, Muscat•",30 SQM,1,2
شقق فاخرة فندقية للإجار,OMR 50,"Taqah, Dhofar•",10 SQM,1,1
فيلا فاخيرك للإجار,OMR 115,"Salalah, Dhofar•",10 SQM,5,4
Alkhuwair renting apartment,OMR 185,"Al Khuwair, Muscat•",66 SQM,2,1
Room for rent in Wadi Adi غرفه للايجار في وادي عدي,OMR 60,"Ruwi, Muscat•",12 SQM,1,1
سوق الخوض ملحق بفيلا غرفه وصاله ومطبخ 120ريال,OMR 120,"Al Khoud, Muscat•",60 SQM,2,1
فيلا للإيجار بصحلنوت الشمالية,OMR 90,"Salalah, Dhofar•",300 SQM,4,4
غرف جديدة كليا للشباب بسعر مناسب,OMR 10,"Salalah, Dhofar•",15 SQM,1,1
Monthly Basis Furnished 2 BHK Flat in Falaj Sohar close to Falaj Nesto,OMR 160,"Sohar, Al Batinah•",50 SQM,2,2
Full Building for Staff Accommodation in Falaj Sohar close to Lulu,"OMR 2,500","Sohar, Al Batinah•",100 SQM,2,2
khuwair 33 near timor mosque,OMR 90,"Al Khuwair, Muscat•",40 SQM,1,Studio
Fully Furnished Studio Flat in Falaj Sohar close to Supermax,OMR 150,"Sohar, Al Batinah•",35 SQM,1,1
Budgeted 2 BHK Flat in Falaj Sohar close to Football Ground,OMR 100,"Sohar, Al Batinah•",45 SQM,2,2
Ground Floor  Villa Apt  for Rent opposite Wave Muscat Mawaleh,OMR 350Negotiable,"Al Mawaleh, Muscat•",123 SQM,3,2
"2 Bedroom Ground Floor Villa  beach School , Mall, Mouj in N, Mawaleh.",OMR 350Negotiable,"Al Mawaleh, Muscat•",121 SQM,3,2
شقه للايجار في مسقط هيلز بتشطيبات راقيه,OMR 350Negotiable,"Muscat - Other, Muscat•",90 SQM,1,1
غرفة مفروشة بمدخل خاص غرفة مستقلة,OMR 105,"Al Amarat, Muscat•",20 SQM,1,1
Shared rooms 6 / 8 riyal Daily/ monthly / weekly - 72008125,OMR 10Negotiable,"Al Ghubrah, Muscat•",196 SQM,3,3
بوشر الشعبيه,OMR 100,"Bosher, Muscat•",18 SQM,1,1
room for rent,OMR 140Negotiable,"Al Maabilah, Muscat•",30 SQM,1,1
صلالة - عوقد خلف فندق الجبا,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
ملحق بفيلا سوق الخوض شارع النماء 125ريال /لتواصل  /72707016,OMR 125,"Al Khoud, Muscat•",60 SQM,2,1
شقق للايجار بصحار الهمبار Apartments for rent in Sohar Al Humbar,OMR 160,"Sohar, Al Batinah•",130 SQM,2,2
شقق للايجار بصحار مويلح Apartments for rent in Sohar Muwaileh,OMR 120,"Sohar, Al Batinah•",100 SQM,2,2
ورشة/ مخزن للإيجار في صناعية المصنعة workshop/ store for rent big,OMR 120,"Al Masn'a, Al Batinah•",100 SQM,Not specified,Not specified
فيلا للايجار بصحار مجز الكبري Villa for rent in Sohar Majaz Al Kubra,OMR 350,"Sohar, Al Batinah•",400 SQM,5,4
شقق للايجار بصحار الغشبه Apartments for rent in Sohar Al Ghashba,OMR 140,"Sohar, Al Batinah•",10 SQM,2,2
غرف للايجار فالخوض,OMR 80,"Al Khoud, Muscat•",20 SQM,1,1
Room For Rent - Mawaleh,OMR 150,"Al Mawaleh, Muscat•",30 SQM,1,1
two room flat +two toilets and kitchen in alkoudh market,OMR 160Negotiable,"Al Khoud, Muscat•",75 SQM,2,2
Furnished Room with Private Washroom and Kitchen on 18 November Street,OMR 120Negotiable,"Al Ghubrah, Muscat•",10 SQM,1,1
room for rent,OMR 120,"Azaiba, Muscat•",45 SQM,1,1
فله نظيفة جداً مع الإنترنت,OMR 70Negotiable,"Salalah, Dhofar•",300 SQM,3,3
صلالة - السعادة - عوقد,"OMR 3,033","Salalah, Dhofar•",10 SQM,1,1
محل في سندان,OMR 44,"Nakhl, Al Batinah•","1,000,000 SQM",Not specified,Not specified
شقق للإجار اليومي في قلب صلاله بسعر 18 ريال في اليوم,OMR 90,"Salalah, Dhofar•",90 SQM,1,1
محلات للايجار - بركاء - منطقة الخويرات,OMR 80Negotiable,"Barka, Al Batinah•",30 SQM,Not specified,Not specified
Dental Clinic For Rent,OMR 595Negotiable,"Ansab, Muscat•",150 SQM,Not specified,Not specified
تم التإجير الحمدلله غرفنين  حمام مطبخ already rented,OMR 160,"Bosher, Muscat•",80 SQM,1,1
غرف للايجار العذيبه َالغبره والخوير,OMR 110,"Al Ghubrah, Muscat•",70 SQM,1,1
العامرات مقابل سوق السادسه,OMR 300,"Al Amarat, Muscat•",300 SQM,5,4
استوديو مفروش للإيجار || Studio furnished for rent,OMR 175,"Azaiba, Muscat•",30 SQM,1,1
Furnished flats 1bhk studio single rooms Makkah hypermarket ghubra,OMR 120,"Al Ghubrah, Muscat•","6,000 SQM",2,2
شقة مفروشة للإيجار - غرفتين نوم,OMR 320,"Al Khoud, Muscat•",70 SQM,3,2
شاليه للايجار بقمة الفخامه,OMR 200Negotiable,"Mirbat, Dhofar•","1,000 SQM",4,2
غرفة أرضية في المعبيلة,OMR 90,"Al Maabilah, Muscat•",16 SQM,1,1
500 to 2000 sqm warehouse for Rent in Samail industrial area.,OMR 100Negotiable,"Sumail, Al Dakhiliya•",500 SQM,Not specified,Not specified
صلالة  عوقد مربع ج,OMR 50,"Salalah, Dhofar•",400 SQM,5,4
( مستودع للإيجار )500 to 4000 SQM Warehouse for Rent,OMR 500Negotiable,"Ghala, Muscat•",500 SQM,Not specified,Not specified
Flat for rent near NESTO HM Falaj alqabail |Families only,OMR 120,"Sohar, Al Batinah•",102 SQM,2,2
صلاله الدهاريز,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
شقه سكني تجاري للإيجار سوق المركزي التجاري المعبيلة الجنوبية,OMR 115,"Al Maabilah, Muscat•",90 SQM,1,2
فيله للأيجار اليومي,OMR 65,"Salalah, Dhofar•",600 SQM,3,4
"Gym Facility Available for Leasing – AMV, Khazaen Economic City",OMR 18Negotiable,"Barka, Al Batinah•",136.4 SQM,Not specified,Not specified
شقق مفروشة - فلل راقية - استراحات عائلية - شقق فندقية,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
بيت مؤثث جاهز بموقع ممتاز,OMR 250,"Madinat As Sultan Qaboos, Muscat•",120 SQM,3,3
شقه في شاطيء الدهاريز,OMR 50,"Salalah, Dhofar•",85 SQM,2,2
الشقه محجوزه إلى 2025/8/6  السويت محجوزه إلى 2025/7/26 شقه وسويت,OMR 50,"Salalah, Dhofar•",80 SQM,2,2
ROOM FOR RENT FOR FAMILIES,OMR 15,"Salalah, Dhofar•",20 SQM,1,1
Room for rent in salalah,OMR 10,"Salalah, Dhofar•",10 SQM,1,1
شقه صلاله صحلنوت للايجار اليومي {20ريال },OMR 50,"Salalah, Dhofar•",10 SQM,1,1
New Villa for rent opposite opera house,OMR 690,"Madinat As Sultan Qaboos, Muscat•",580 SQM,5,4
للإيجار شقة من غرفتين - في منطقة الشرية - صور,OMR 100,"Sur, Al Sharqiya•",100 SQM,1,2
family flat toe rent maabailah hai altacamwn face 9,OMR 150,"Al Maabilah, Muscat•",105 SQM,3,3
شقة مفروشه للايجار بالغبره - Furnished for rent in Al Ghubrah,OMR 230,"Al Ghubrah, Muscat•",50 SQM,1,1
Room for Rent aAlkhoud 6,OMR 100,"Al Khoud, Muscat•",20 SQM,1,1
Room for Rent,OMR 90,"Al Khoud, Muscat•",25 SQM,1,1
غرفه وشقق للإجار يومي في صلاله الجديدة,OMR 10,"Salalah, Dhofar•",999 SQM,1,1
bed space,OMR 10,"Al Masn'a, Al Batinah•",28 SQM,1,1
Gulf Gateway Hostel,OMR 10Negotiable,"Al Ghubrah, Muscat•",160 SQM,5,4
villa for rent 600 OMR / month or sale 175K,OMR 600Negotiable,"Al Maabilah, Muscat•",535 SQM,6,5
"Prestigious 2BHK fully furnished apartment, terrace,BBQ, free internet",OMR 560,"Azaiba, Muscat•",170 SQM,2,2
شقق وغرف مفروشه  rooms rent,OMR 111,"Al Duqum, Al Wusta•","9,875 SQM",12,12
شقق للإيجار,OMR 120,"Sur, Al Sharqiya•","2,354 SQM",3,3
Movers and packers all Muscat oman and Dubai to Muscat,OMR 65Negotiable,"Azaiba, Muscat•",65 SQM,3,2
شقة للإيجار,OMR 130,"Saham, Al Batinah•",40 SQM,2,2
غرقة مشتركة للسيدات في الخوض ladies room alkhoud,OMR 40,"Al Khoud, Muscat•",50 SQM,1,1
Single Room For Lady only غرفة منفردة لسيدة فقط,OMR 85,"Al Khoud, Muscat•",10 SQM,1,1
Exclusive Marina Bay Home boasting a glamorous Rooftop Terrace,OMR 195Negotiable,"Salalah, Dhofar•",148 SQM,2,2
Furnished Room for Non-cooking Indian bachelor at Wadi Kabir,OMR 60Negotiable,"Al Wadi Al Kabir, Muscat•",20 SQM,1,1
Furnished Room available for non-cooking  Indian Exe bachelor,OMR 60,"Al Wadi Al Kabir, Muscat•",20 SQM,1,1
Furnish Room Atach bath bachlor or Husband Wife cal 79146789,OMR 100,"Al Wadi Al Kabir, Muscat•",28 SQM,1,1
"550m2, 787m2 and 1000m2, warehouses for rent Ghala","OMR 1,375Negotiable","Ghala, Muscat•",787 SQM,Not specified,Not specified
Brand New 1BHK Flat for Rent in Ghala WA 76324666 LRA05,OMR 325,"Ghala, Muscat•",90 SQM,1,1
4BHK COMPOUND VILLA FOR RENT IN MADINAT ILLAM WA76324666 LRV51,OMR 779,"Madinat As Sultan Qaboos, Muscat•",400 SQM,4,4
6BHK For Rent in Qurum 29 Compound Villa LRV53  WA 76324666,OMR 525,"Al Mawaleh, Muscat•",450 SQM,6,6
luxury studio furnished unfurnished in hail north near the village,OMR 160,"Al Hail, Muscat•",60 SQM,1,Studio
استوديو فاخر مفروش في منتجع هوانا صلالة,OMR 50,"Salalah, Dhofar•",60 SQM,1,1
ladies bed space,OMR 45,"Al Ghubrah, Muscat•",300 SQM,1,1
Furnished 1bhk flat in Azaiba near Al fair market 250 rials,OMR 250,"Azaiba, Muscat•",80 SQM,1,1
Excellent furnished 2Bhk in bosher Al maha street,OMR 360,"Bosher, Muscat•",120 SQM,2,2
Room or bed space available for families and executive Batchelors,OMR 120Negotiable,"Qurum, Muscat•",100 SQM,3,4
New Executive Bed space available for rent,OMR 50,"Al Khuwair, Muscat•",399 SQM,3,3
Awesome 2BHK furniture apartment at Al Mabilahشقة مفروشةو مؤثثة . ا,OMR 180Negotiable,"Al Maabilah, Muscat•",100 SQM,3,2
Shop for rent Mabela behind Nesto,OMR 200,"Al Maabilah, Muscat•",35 SQM,Not specified,Not specified
مزرعة الوادي للإيجار,OMR 50Negotiable,"Qurayyat, Muscat•","50,000 SQM",4,4
1BHK full furnished,OMR 300,"Bosher, Muscat•",65 SQM,2,1
1BHK Furnished flat for rent,OMR 300,"Bosher, Muscat•",63 SQM,2,1
Single Room Available for Men or Women in Al khuwair,OMR 75Negotiable,"Al Khuwair, Muscat•",25 SQM,1,1
شقق وغرف فاخرة للايجار اليومي,OMR 50Negotiable,"Salalah, Dhofar•",100 SQM,2,2
عرض خاص شهر 7 ب 55 ريال فقط,OMR 55,"Salalah, Dhofar•",27 SQM,5,5
أستراحه النور للمناسبات و التجمعات,OMR 50Negotiable,"Manah, Al Dakhiliya•","1,500 SQM",3,2
Bed Space For educated bachelors (Philippines prefer),OMR 10,"Al Khuwair, Muscat•",100 SQM,2,2
شقق وغرف للإيجار اليومي للتواصل 95598555,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
شقق وغرف للإيجار اليومي مفروشه  للتواصل 95598555,OMR 50,"Salalah, Dhofar•",100 SQM,2,2
Room for Rent,OMR 50,"Azaiba, Muscat•",300 SQM,1,1
Bed space only women,OMR 45Negotiable,"Al Ghubrah, Muscat•",100 SQM,1,1
flat for rent in sada in Salalah,OMR 60,"Salalah, Dhofar•",256 SQM,2,2
Lavish 2BHK Flat For Rent In Al Khoud Souq,OMR 350,"Al Khoud, Muscat•",95 SQM,2,2
Room Available for Rent 70 OMR,OMR 70,"Al Hail, Muscat•",70 SQM,1,1
Single room with attached bathroom,OMR 75,"Mutrah, Muscat•","1,111 SQM",1,1
single room with attached toilet for rent,OMR 75,"Mutrah, Muscat•","111,111 SQM",1,1
"Sharing Flat , Fully Furnished 1 BHK",OMR 90,"Al Khuwair, Muscat•",60 SQM,2,1
Furnish Room For Single Bachlor Cal 79146789,OMR 100,"Al Wadi Al Kabir, Muscat•",30 SQM,1,1
"Rooms, apartments, villas and townhouses available for rent in Muscat",OMR 50,"Azaiba, Muscat•","1,110 SQM",3,2
شقة للايجار في صلالة في السعادة الشمالية,OMR 140,"Salalah, Dhofar•",140 SQM,1,2
شقه في صلاله,OMR 80Negotiable,"Salalah, Dhofar•",120 SQM,2,2
Room in a villa for rent,OMR 95,"Al Wadi Al Kabir, Muscat•",25 SQM,1,1
الغبره الشمالية,OMR 115,"Al Ghubrah, Muscat•",90 SQM,1,1
الموالح الشماليه شارع الموج جنب مركز البهجه,OMR 12,"The Wave (Almouj), Muscat•",10 SQM,1,1
شقه مفروشه للإيجار,OMR 50,"Salalah, Dhofar•",600 SQM,3,4
المزيونه,OMR 800Negotiable,"Al Mazyona, Dhofar•","1,972 SQM",Not specified,Not specified
يوجد لدينا شقق وفلل للايجار,OMR 50,"Salalah, Dhofar•",600 SQM,2,2
شقه للإيجار في صحنوت,"OMR 1,000","Salalah, Dhofar•",400 SQM,2,2
استراحة الفردوس للايجار شاليهات مزرعه,OMR 50,"Sumail, Al Dakhiliya•",200 SQM,3,2
apartment for rent,OMR 200,"Sohar, Al Batinah•",500 SQM,2,2
Room for rent,OMR 90Negotiable,"Al Hail, Muscat•",123 SQM,1,1
شاليه أنطاليا صلاله,OMR 85,"Salalah, Dhofar•",700 SQM,7,5
FURNISHED SINGLE ROOMS AVAILABLE FOR COUPLES OR WORKING LADIES AT RUWI,OMR 100Negotiable,"Ruwi, Muscat•",80 SQM,2,1
شقة مفروشة نظيفة,OMR 50,"Salalah, Dhofar•",90 SQM,2,2
مكتب بموقع مميز على الشارع السريع في بوشر للإيجار,OMR 550Negotiable,"Bosher, Muscat•",105 SQM,Not specified,Not specified
شقة نظيفة للإيجار في الموالح الجنوبية,OMR 220,"Al Mawaleh, Muscat•",100 SQM,2,2
استوديو حديث في الخوير الجنوبيه للايجار الشهري,OMR 170,"Al Khuwair, Muscat•",150 SQM,1,1
Arabianseavillabuilding Daily rent,OMR 50Negotiable,"Salalah, Dhofar•",120.4 SQM,3,2
Arabianseavillabuilding(apartments for Daily rent,OMR 50Negotiable,"Salalah, Dhofar•",110 SQM,3,2
فيلا فاخرة للايجار في صلالة,OMR 150,"Salalah, Dhofar•",500 SQM,6,6
nice house in Qurum 29 near philpno school,OMR 555,"Qurum, Muscat•",300 SQM,5,4
غرفة وحمام نظيفة صحنوت 91485635 ب 20,OMR 100,"Salalah, Dhofar•",10 SQM,1,1
House shiffting service all Muscat oman and Dubai to Muscat oman and,OMR 70Negotiable,"Bosher, Muscat•",65 SQM,3,2
شقة مفروشة للايجار في صلالة,OMR 180,"Salalah, Dhofar•",110 SQM,2,2
Room Vacant Available,OMR 130,"Al Khuwair, Muscat•",130 SQM,1,1
Falat available for Rent in Shaleem,OMR 130Negotiable,"Shalim and The Hallaniyat Island, Dhofar•",200 SQM,2,2
شقة للايجار الخوض السادسه الايجار 160 ريال شهري للتواصل وتساب,OMR 160,"Al Khoud, Muscat•",125 SQM,2,3
استوديو  للعوايل  بالمعبيله قريب نستو سكن جديد اول ساكن شامل كل شي,OMR 130,"Al Maabilah, Muscat•",50 SQM,1,1
hotel for leasesd,"OMR 10,000","Al Khuwair, Muscat•","4,000 SQM",Not specified,Not specified
Monthly Furnished Room in Muscat in Al Maabilah,OMR 115,"Al Maabilah, Muscat•",25 SQM,1,1
شقة للايجار ب٢٠ ريال,OMR 50,"Salalah, Dhofar•",300 SQM,1,3
مخازن وسكن عمال للايجار,OMR 50,"Al Rusayl, Muscat•","2,000 SQM",Not specified,Not specified
3 Bedrooms Townhouse at Marmara Al Mouj,"OMR 1,100","The Wave (Almouj), Muscat•",356 SQM,4,3
ROOM FOR RENT FOR BECULARS (BEDSPACE),OMR 30Negotiable,"Al Khuwair, Muscat•",10 SQM,1,1
شقة فاخرة للإيجار مؤثثة بالكامل مع إنترنت,OMR 475Negotiable,"Al Ghubrah, Muscat•",73 SQM,2,1
female single room,OMR 100,"Azaiba, Muscat•",10 SQM,1,1
3BHK villa in a secured family compound with gym and pool,OMR 700,"Qurum, Muscat•",179 SQM,4,3
Furnished 3BHK in Boulevard Mall bldg -  Bareeq Al Shatti,OMR 600,"Qurum, Muscat•",150 SQM,4,3
Family Apartment for Rent in Darsait – Aint – Muttrah,OMR 170,"Darsait, Muscat•",150 SQM,4,4
new vip studios and apartments for rent,OMR 250,"Al Hail, Muscat•",60 SQM,1,2
